WM001,06:00:00
WM003,06:08:00
WM004,06:18:00
WM005,06:28:00
WM007,06:40:00
WM002,07:02:00
WM006,07:34:00
WM010,08:06:00
WM009,08:34:00
WM008,09:30:00
WM011,21:45:10
63.63636363636363
